P,R,PORT,OFFSET,DATA_TYPE,LOPR,HOPR,PREC,SCAN
BY06,AX025,BY06_AX_1,48,FLOAT32_LE,-1.00E+06,1.00E+06,2,"""I/O Intr"""
BY06,AX026,BY06_AX_1,50,FLOAT32_LE,-1.00E+06,1.00E+06,2,"""I/O Intr"""
BY06,AX027,BY06_AX_1,52,FLOAT32_LE,-1.00E+06,1.00E+06,2,"""I/O Intr"""
BY06,AX028,BY06_AX_1,54,FLOAT32_LE,-1.00E+06,1.00E+06,2,"""I/O Intr"""
BY06,AX029,BY06_AX_1,56,FLOAT32_LE,-1.00E+06,1.00E+06,2,"""I/O Intr"""
BY06,AX030,BY06_AX_1,58,FLOAT32_LE,-1.00E+06,1.00E+06,2,"""I/O Intr"""
BY06,AX031,BY06_AX_1,60,FLOAT32_LE,-1.00E+06,1.00E+06,2,"""I/O Intr"""
BY06,AX032,BY06_AX_1,62,FLOAT32_LE,-1.00E+06,1.00E+06,2,"""I/O Intr"""
BY06,AX033,BY06_AX_1,64,FLOAT32_LE,-1.00E+06,1.00E+06,2,"""I/O Intr"""
BY06,AX034,BY06_AX_1,66,FLOAT32_LE,-1.00E+06,1.00E+06,2,"""I/O Intr"""
BY06,AX035,BY06_AX_1,68,FLOAT32_LE,-1.00E+06,1.00E+06,2,"""I/O Intr"""
BY06,AX036,BY06_AX_1,70,FLOAT32_LE,-1.00E+06,1.00E+06,2,"""I/O Intr"""
BY06,AX037,BY06_AX_1,72,FLOAT32_LE,-1.00E+06,1.00E+06,2,"""I/O Intr"""
BY06,AX038,BY06_AX_1,74,FLOAT32_LE,-1.00E+06,1.00E+06,2,"""I/O Intr"""
BY06,AX039,BY06_AX_1,76,FLOAT32_LE,-1.00E+06,1.00E+06,2,"""I/O Intr"""
BY06,AX040,BY06_AX_1,78,FLOAT32_LE,-1.00E+06,1.00E+06,2,"""I/O Intr"""
BY06,AX041,BY06_AX_1,80,FLOAT32_LE,-1.00E+06,1.00E+06,2,"""I/O Intr"""
BY06,AX042,BY06_AX_1,82,FLOAT32_LE,-1.00E+06,1.00E+06,2,"""I/O Intr"""
BY06,AX043,BY06_AX_1,84,FLOAT32_LE,-1.00E+06,1.00E+06,2,"""I/O Intr"""
BY06,AX044,BY06_AX_1,86,FLOAT32_LE,-1.00E+06,1.00E+06,2,"""I/O Intr"""
BY06,AX045,BY06_AX_1,88,FLOAT32_LE,-1.00E+06,1.00E+06,2,"""I/O Intr"""
BY06,AX046,BY06_AX_1,90,FLOAT32_LE,-1.00E+06,1.00E+06,2,"""I/O Intr"""
BY06,AX047,BY06_AX_1,92,FLOAT32_LE,-1.00E+06,1.00E+06,2,"""I/O Intr"""
BY06,AX048,BY06_AX_1,94,FLOAT32_LE,-1.00E+06,1.00E+06,2,"""I/O Intr"""
BY06,AX049,BY06_AX_1,96,FLOAT32_LE,-1.00E+06,1.00E+06,2,"""I/O Intr"""
BY06,AX050,BY06_AX_1,98,FLOAT32_LE,-1.00E+06,1.00E+06,2,"""I/O Intr"""
